Article  ID,Datefixed,Date (Event),Time,Village/Place,Sub-District,Beat,Range,Division,District,State,Country,Latitude (DD),Longitude (DD),Herd,All male,Total,Alcohol,Captive?,Injured Male,Injured Female,Einjured,Killed Male,Killed Female,Edeath,Name,Age,Gender,Alcohol,Cause of Death/Injury,Accidental?,During HEC Encounter,Retaliatory,Poaching,Human Death/Injury,Attractant,"Area (Forest, Ag, Village, Habitation, Urban)",Legal Electric Fence,Fence Broken,Elephant Proof Trenches ,Drive away Elephants ,Guns,Loud Sounds,Fine,Fine Amount,Jail Sentence,Other,Comments,Links,Source,Title,Date Published,Article,No. of Articles 
2011.01.EDI.11,2011-01-27,27-01-2011,NG,Kunjur,NG,NG,NG,NG,Sundergarh,Odisha,India,NG,NG,0,0,1,0,0,0,0,0,NG,NG,1,NG,NG,NG,0,Bullet,0,0,0,1,0,NA,Forest,0,0,0,0,0,0,0,0,0,NA,Elephant's tusk is missing.,http://ibnlive.in.com/generalnewsfeed/news/poachers-kill-elephant-in-orissa-forest-reserve/551856.html,IBN Live,Poachers kill elephant in Orissa forest reserve (India),27-01-2011,"Poachers kill elephant in Orissa forest reserve (India)
IBN Live
January 27,2011

Rourkela (Orissa), Jan 27 (PTI) A decomposed carcass of an elephant was found today at Kunjur reserve forest in Sundergarh district. The dead elephant's tusk is missing, DFO Arun Mishra said adding that it is suspected that poachers have killed the elephant and escaped with the tusk. However, the exact cause of death of the pachyderm will be known after postmortem, he said.
Article at the following link:
http://ibnlive.in.com/generalnewsfeed/news/poachers-kill-elephant-in-orissa-forest-reserve/551856.html",1
2011.02.EDI.2,2011-01-29,29-01-2011,NG,Ennamangalam,NG,NG,NG,NG,Coimbatore,Tamil Nadu,India,NG,NG,0,0,1,0,0,0,0,0,NG,NG,1,NG,NG,NG,0,Bullet,0,0,0,0,0,NA,Forest,0,0,0,0,1,0,0,0,0,NA,Elephant about 18 years old.,http://timesofindia.indiatimes.com/india/Poachers-strike-in-Andhiyur-kill-jumbo-for-tusks/articleshow/7448106.cms,Times of India,"Poachers strike in Andhiyur, kill jumbo for tusks (India)",08-02-2011,"Poachers strike in Andhiyur, kill jumbo for tusks (India)
Times of India
February 8,2011

COIMBATORE: A tusker, estimated to be of 18 years age, was found dead with bullet wounds in Ennamangalam area of Andhiyur forests. Though the animal was killed 10 days ago, the body was spotted only on Sunday. This is the second elephant to be killed by poachers in the last two months.

After the killing of Veerappan, who is said have gunned down at least 100 elephants, there was a brief lull in poaching activities in the jungles that stretch from Sathyamangalam to Erode. That changed in 2007 when two tuskers were shot dead in Sathyamangalam forests. Since then, poachers have killed seven elephants.

Nearly 1,250 elephants are estimated to roam the Erode-Sathyamangalam forests spread over 2000 sq km. Poachers have periodically targeted the tusker population here.

""It is a cause for concern. We have formed special teams to nab the poachers. We will certainly step up vigil to protect the elephants,"" A Arun, conservator of forests (Erode district), told TOI.

Just about a year ago, poachers had killed a 14-year-old elephant in the Ennamangalam area of the Andhiyur forests. Forest officials say the jungles of western Tamil Nadu are too vast and they have few personnel to guard these stretches. ""For the Ennamangalam beat spread over 3,000 hectares, we have just one forest guard and a watcher. How can the two of them keep away poachers from such vast jungles?"" asks a forest department official. ""The Andhiyur forest range has to be bifurcated,"" he adds.

The Sathyamangalam forest division, which spans 1,450 sq km, has just five forest ranges while the 320 sq km Mudumalai sanctuary too has just as many ranges. ""The huge forest ranges should be divided and additional personnel should be posted,"" says a wildlife activist in Sathyamangalam. In the last four years, four young elephants have been killed in the Sathyamangalam jungles alone.

Article at the following link:
http://timesofindia.indiatimes.com/india/Poachers-strike-in-Andhiyur-kill-jumbo-for-tusks/articleshow/7448106.cms",1
2011.01.EDI.12,2011-01-30,30-01-2011,NG,NG,NG,NG,NG,NG,Jalpaiguri,West Bengal,India,NG,NG,0,0,1,0,0,0,0,0,NG,NG,1,NG,NG,NG,0,Other Anthropogenic Causes,0,0,0,0,0,NA,Forest,0,0,0,0,0,0,0,0,0,NA,Reason behind death still not found. ,http://www.sify.com/news/elephant-found-dead-in-west-bengal-news-national-lb4u4dahcjd.html,Sify News,Elephant found dead in West Bengal (India),30-01-2011,"Elephant found dead in West Bengal (India)
Sify News
January 30, 2011

An elephant was found dead by locals and regional officials in a forested area near West Bengal's Jalpaiguri district on Sunday.

No signs of any external injury were found in the preliminary examination conducted by experts.

""We have not been able to ascertain the reason behind the death of this elephant. That can only be found after a post mortem,"" said Subhash Chandra Ghosh, a forest ranger.

Experts have repeatedly opined that massive deforestation, poaching and people encroaching upon forest corridors have forced the elephants to move out of their natural habitats in search of food and water.

India has over 50 per cent of Asiatic elephants, considered to be among the most intelligent animals, but their population has dwindled in recent years. 
Article at the following link:
http://www.sify.com/news/elephant-found-dead-in-west-bengal-news-national-lb4u4dahcjd.html",1
2011.01.EDI.13,2011-01-30,30-01-2011,NG,Dadra,NG,NG,NG,NG,West Midnapore ,West Bengal,India,NG,NG,0,0,1,0,0,0,0,0,1,0,1,NG,NG,NG,0,Other Anthropogenic Causes,0,0,0,0,0,NG,Village,0,0,0,0,0,0,0,0,0,NA,Reason behind death still not found. ,http://www.indianexpress.com/news/Another-tusker-found-dead--inquiry-panel-formed/743758/,Indianexpress.com,"Another tusker found dead, inquiry panel formed (India)",30-01-2011,"Another tusker found dead, inquiry panel formed (India)
Indianexpress.com
January 30 2011

With the mysterious death of four elephants in the last three months in West Midnapore district, the forest department has constituted an inquiry committee to look into the reasons for their death.

The fourth death of an adult tusker was reported today at Dadra village under Keshiary police station. The elephant was found dead near a paddy field in the village with no external injury marks.
The postmortem of the elephant was being conducted till late in the evening and the forest officials said that they will preserve samples of the viscera of the animal for further investigation.

â€œWe are surprised at the deaths. In each case the bodies of the elephants were found with no external injury marks near crop fields,â€ said Milan Kanti Mondal, Divisional Forest Officer, Kharagpur division.
Mondal, who was present at the site of the incident when contacted, said that he has constituted an inquiry team headed by Additional DFO of the Kharagpur division with various forest range officers of the area. The report of the inquiry committee is expected within a fortnight, Mondal said.

Forest officials said that a possibility of man-animal conflict cannot be ruled out in this case. There have been incidents of elephants destroying crop and attacking villagers in these areas, they said.

The earlier three deaths were reported from Nayagram village of West Midnapore district.

After the incident of seven elephants being mowed down by a train in North Bengal on September 22, the cases of mysterious deaths of the animal have puzzled forest officials. 
Article at the following link:
http://www.indianexpress.com/news/Another-tusker-found-dead--inquiry-panel-formed/743758/",1
2011.02.EDI.1,2011-02-02,02-02-2011,NG,NG,NG,NG,NG,NG,NG,NG,Sri Lanka,NG,NG,0,0,1,0,0,0,0,0,NG,NG,1,NG,NG,NG,0,Bullet,0,0,0,1,0,NA,Forest,0,0,0,0,1,0,0,0,0,NA,The officials said the elephant had a serious injury in the throat caused by an explosive device called â€˜Hakka Patasâ€™ and gunshot injuries in the legs. ,http://print.dailymirror.lk/news/provincial-news/34612.html,Daily Mirror,Another jumbo breathes its last (Sri Lanka),02-02-2011,"Another jumbo breathes its last (Sri Lanka)
U Wijesinghe, Daily Mirror
02 February 2011 

Another wild elephant died of gunshot injuries despite attempts by the Sri Lanka Army and the Wildlife Conservation Officers to save its life. The injured jumbo with serious gunshot injuries was lying in a shrub jungle in Panama on the boundary of the Kudumbigala National Park when the Wildlife Conservation Officials went to the aid of the stricken elephant and provided treatment with the help of the Sri Lanka Army. The officials said the elephant had a serious injury in the throat caused by an explosive device called â€˜Hakka Patasâ€™ and gunshot injuries in the legs. The well grown male elephant was about 20 years of age and 8ft tall. Veterinary surgeon of the Ampara Wildlife Conservation Office Dr Pramuditha Devasurendra performed the postmortem examination. He said two wild elephants in Ampara Wildlife Range died of gunshot injuries during the last week.
Article at the following link:
http://print.dailymirror.lk/news/provincial-news/34612.html",1
2011.02.EDI.3,2011-02-14,14-02-2011,NG,Simlipal,NG,NG,NG,NG,NG,Odisha,India,NG,NG,1,0,3,0,0,0,0,0,NG,3,3,NG,NG,NG,0,Poison,0,0,0,0,0,NA,Forest,0,0,0,0,0,0,0,0,0,NA,Blood was oozing from the nostrils of the animals. There was no visible injury marks in the bodies.,http://timesofindia.indiatimes.com/city/bhubaneswar/Three-jumbos-poisoned-in-Simlipal/articleshow/7497848.cms,Times of India,Three jumbos poisoned in Simlipal (India),14-02-2011,"Three jumbos poisoned in Simlipal (India)
Times of India
February 14, 2011

BHUBANESWAR: In yet another incident of mass killing of elephants, Simlipal forest on Monday reported the death of three jumbos, all suspected to have been poisoned.

This was the first mass murder of elephants in the Simlipal tiger reserve (STR) area this year. In April 2010, 10 elephants were found dead. Officially, the number was however put at seven. The April massacre had forced the Union ministry of environment and forest to send an expert team for a field study, which later made a series of recommendations to avoid recurrence of such incidents.

Forest department sources said the bodies of the three animals were found within a radius of 200 meters close to Gopinathpur and Andharitota villages, both located inside the forest area. ""We have not yet received the post-mortem reports, but they were suspected to have been poisoned,"" STR field director H S Upadhyaya said. He said forest officials had been pressed into combing the area in search of the culprits. ""All the three elephants are females,"" he pointed out. ""When we reached the spot, blood was oozing from the nostrils of the animals. There was no visible injury marks in the bodies. We suspect they may have died in the last 24 to 36 hours,"" Upadhyaya said. ""All the elephants were healthy, and believed to be below 15 years,"" he added.

Sources said the poisoning was the handiwork of poachers. Though authorities claim Simlipal has about 400 elephants, the actual number could be less than 150, of whom nearly a dozen are males. ""The poachers possibly targeted the tuskers, but the females ate the poisoned food stuff kept on the animal route,"" said an official. ""Simlipal has become a poachers' paradise. Every day hundreds of people enter the forest with guns, bows and arrows and go on killing the animals. On Monday, the forest officials upon my frantic phone calls intercepted a group of nearly 400 poachers at Kulipal near Jenabil. The poachers had planned to stay in the forest for the night before launching mass killings on Tuesday,"" said Bhanumitra Acharya, an environmentalist, who was instrumental in discovering the April killings of elephants. ""There is no protection worth the name put in place. If the present trend continues, Simlipal could completely lose its animal population soon,"" he added. 

Article at the following link:
http://timesofindia.indiatimes.com/city/bhubaneswar/Three-jumbos-poisoned-in-Simlipal/articleshow/7497848.cms",1
2011.03.EDI.1,2011-03-20,20-03-2011,NG,NG,NG,NG,NG,NG,NG,Bengkalis,Indonesia,NG,NG,0,0,1,0,0,0,0,0,0,1,1,NG,NG,NG,0,Poison,0,0,0,0,0,NG,Habitation,0,0,0,0,0,0,0,0,0,NA,Doctors tried to nurse it back to health but it wasn't getting better and died,http://www.google.com/hostednews/afp/article/ALeqM5h0efg_miEnKccweWRx3tNBQciLDg?docId=CNG.82fce0d1e069b2865b114176f57c0264.e81,Agence France Presse,Rare elephant found dead in Indonesia: official,27-03-2011,"Rare elephant found dead in Indonesia: official
Agence France Presse
March 27, 2011

JAKARTA â€” A rare Sumatran elephant has died in Indonesia after blocking a village street for a week, an official said Sunday.

The female elephant was in a ""weak condition"" after becoming separated from its herd about a week ago in Bengkalis district, Riau province, conservation agency official Adit Gunawan told AFP.

""It was hungry. We gave it food, water and medical attention. We tried our best to nurse it back to health but it wasn't getting better and died on Saturday evening,"" he said.

An autopsy to determine the cause of death is being carried out, he said.

Antara state news agency reported that the elephant, along with her two calves, had been blocking a tarred road near a housing complex since last Monday. The elephant could have been poisoned, the report added.

However Gunawan said there was only one calf, which would be taken to the agency's elephant training centre and ""may be released to the wild again if conditions allow"".

""I don't want to speculate the cause of death until we get the formal autopsy report. It might have died from stress, lack of food or poisoning,"" he said.

There are at most 3,350 Sumatran elephants remaining in the wild, according to the environmental group WWF.

Conflicts between humans and animals are increasing as people encroach on wildlife habitats in Indonesia, an archipelago with some of the world's largest remaining tropical forests.
Article at the following link:
http://www.google.com/hostednews/afp/article/ALeqM5h0efg_miEnKccweWRx3tNBQciLDg?docId=CNG.82fce0d1e069b2865b114176f57c0264.e81",1
2011.04.EDI.5,2011-03-28,28-03-2011,NG,Marichchakatuwa,NG,NG,NG,NG,NG,NG,Sri Lanka,NG,NG,0,0,2,0,0,NG,NG,2,0,0,0,NG,NG,NG,0,Other Anthropogenic Causes,0,0,0,0,0,NA,Forest,0,0,0,0,0,0,0,0,0,NA,No comments.,http://www.newsfirst.lk/index.php?option=com_content&view=article&id=17400:two-elephants-injured-in-landmine-blast&catid=1:latest-news&Itemid=18,Newfirst.lk,Two Elephants Injured in Landmine Blast ,2011-04-04,"Two Elephants Injured in Landmine Blast (Sri Lanka)
Newsfirst.lk
April 04, 2011

Two elephants have sustained injuries in between the Seelawathura and Mollikulama areas, after being caught to a landmine.

The Vavuniya Wild Life office said that the injured animals are being treated for these injuries sustained recently.

Officers of the army detachment in the area had informed the wild life office in Vavuniya, after stumbling upon the injured elephants.

Wild Life officer in charge of the area W.J.K. Herath said that the animals encountered this unfortunate incident, around a week ago.

According to the Vavuniya Wild Life Office, the injured animals are between 25 to 30 years of age, and are currently in the Marichchakatuwa area.

He added that the animals were attended to by Veterinarian in charge of the North Western Wild Life Zone, Dr. Chandana Jayasinghe, yesterday.  

Incidentally, the elephants have sustained serious injuries to their feet.

Furthermore he said that officers attached to the veterinary unit of the Peradeniya university will administer treatment to the elephants today.

He noted that around 10 elephants have been injured due to landmines in the area in the past.  

Article at the following link:
http://www.newsfirst.lk/index.php?option=com_content&view=article&id=17400:two-elephants-injured-in-landmine-blast&catid=1:latest-news&Itemid=18",1
2011.04.EDI.1,2011-04-02,02-04-2011,NG,NG,NG,NG,NG,NG,NG,Bengkalis ,Indonesia,NG,NG,0,0,2,0,0,0,0,0,0,2,2,NG,NG,NG,0,Poison,0,0,0,0,0,Crops,Agriculture,0,0,0,0,0,0,0,0,0,NA,Both elephants died on different days.,http://www.google.com/hostednews/afp/article/ALeqM5gYCVjuYrI2Vz_xM2xOYY5gycRiKw?docId=CNG.1ea714bcfe0d372891a6891d70d8e266.1a1,Agence France Presse,Rare elephant found dead in Indonesia: official,02-04-2011,"Rare elephant found dead in Indonesia: official

Agence France Presse

April 2, 2011

JAKARTA â€” A rare Sumatran elephant has been found dead on a palm oil plantation in the island's Riau province, an Indonesian official said Saturday, with poisoning suspected.

The elephant was the second to die in Bengkalis district in a week.

""A female elephant, about 17 years old, was found dead yesterday (Friday) at a palm oil plantation. It could have been dead for three days before we found it,"" Riau province conservation agency official Adit Gunawan told AFP.

""An autopsy is being carried out. There's a possibility that the elephant was poisoned by humans,"" he said.

On Sunday, a female elephant died in Bengkalis district after blocking a village street for a week. Officials said it could have died because of stress, lack of food, or poisoning.

There are at most 3,350 Sumatran elephants remaining in the wild, according to the environmental group WWF.

Conflicts between humans and animals are increasing as people encroach on wildlife habitats in Indonesia, an archipelago with some of the world's largest remaining tropical forests.
Article at the following link:
http://www.google.com/hostednews/afp/article/ALeqM5gYCVjuYrI2Vz_xM2xOYY5gycRiKw?docId=CNG.1ea714bcfe0d372891a6891d70d8e266.1a1",1
2011.04.EDI.2,2011-04-05,05-04-2011,NG,Kinniya,NG,NG,NG,NG,NG,NG,Sri Lanka,NG,NG,0,0,1,0,0,0,0,0,NG,NG,1,NG,NG,NG,0,Other Anthropogenic Causes,0,0,0,0,0,NG,Village,0,0,0,0,0,0,0,0,0,NA,died from the severe injuries caused by Hakka Patas (an explosive),http://print.dailymirror.lk/news/news/40454.html,Daily Mirror,Human-Elephant Conflict (Sri Lanka),05-04-2011,"Human-Elephant Conflict (Sri Lanka)
Daily Mirror 
April 5, 2011

A wild elephant died from the severe injuries caused by Hakka Patas an explosive used in illegal hunting. Wildlife Conservation Officers said the elephant that had strayed into the Kinniya village had swallowed the explosive device laid by the poachers to kill wild boar. The Wildlife Officials who rushed to the scene when informed by the villagers and treated the elephant that had suffered a broken jaw and was bleeding profusely from the mouth. However it was too late for another majestic elephant. 

Article at the following link:
http://print.dailymirror.lk/news/news/40454.html",1
2011.04.EDI.3,2011-04-14,14-04-2011,D,Barghat,NG,NG,Patnagarh,NG,Balangir,Madhya Pradesh,India,NG,NG,0,0,1,0,0,0,0,0,NG,NG,1,NG,NG,NG,0,Electrocution,1,0,0,0,0,NA,Forest,0,0,0,0,0,0,0,0,0,NA,strong wind caused two electric posts to collapse on the ground in the area.,http://timesofindia.indiatimes.com/-Elephant-electrocuted-in-Barghat-forest/articleshow/7988612.cms,Times of India,Elephant electrocuted in Barghat forest (India),15-04-2011,"Elephant electrocuted in Barghat forest (India)
Times of India
April 15, 2011

BALANGIR: A 12 year-old wild elephant died after being electrocuted in Barghat reserve forest under Patnagarh range, about 60 kilometer from here on Thursday afternoon. The incident is reported to have taken place following yesterday's strong wind that caused two electric posts to collapse on the ground in the area.

""Preliminary investigation revealed that the elephant which died in the electric shock might have come out of the reserve forest area and come in contact with live wire lying on the road"", said DFO (Balangir) R K Sahu. He, however said that postmortem only can reveal the exact cause of death. He said it was an old male elephant. Going by the habits, this elephant should be found moving in a herd.

Post mortem of the elephant will be done at the Patnagarh veterinary hospital. After the incident the forest department officials rushed to the spot to take stock. 

Article at the following link:
http://timesofindia.indiatimes.com/-Elephant-electrocuted-in-Barghat-forest/articleshow/7988612.cms",1
2011.04.EDI.4,2011-04-25,25-04-2011,NG,Numaligarh,NG,NG,NG,Golaghat ,Golaghat ,Assam,India,NG,NG,1,NG,3,0,0,NG,NG,3,0,0,0,NG ,NG,NG ,0,Natural - Infrastructure Related,1,0,0,0,0,NG,Habitation,0,0,0,0,0,0,0,0,0,NA,Got trapped inside a fence.,http://www.telegraphindia.com/1110426/jsp/northeast/story_13900441.jsp,The Telegraph,"Jumbos trapped in NRL enclosure, wounded (India)",26-04-2011,"Jumbos trapped in NRL enclosure, wounded (India)
The Telegraph
April 26, 2011

The three elephants trapped inside the NRL enclosure. Telegraph picture

Jorhat, April 25: Three elephants were injured after they were trapped inside a newly acquired plot of land, walled off by the Numaligarh Refinery Limited in Golaghat district.

The NRL authorities had constructed a 2km wall on one side and erected an electric fencing on the other side of the plot, divisional forest officer of Golaghat, R. Choudhury, said.

â€œThe three elephants entered the plot last night through an opening in the fence and got trapped. All the three elephants were injured after they hit against the wall several times in a bid to get out of the enclosure,â€ the DFO said. The 100-bigha plot falls under an elephant corridor and there is regular movement of elephants in the particular area. â€œWe had cautioned the NRL authorities earlier not to construct the boundary wall because the area falls under the elephant corridor. We had been anticipating such an incident,â€ he added.

After receiving information that the elephants were trapped inside the enclosure, forest personnel arrived at the place early this morning. â€œAfter nearly three hours of struggle, the forest staff managed to send the jumbos back through the same opening through which they had entered the enclosure,â€ Choudhury said.

The DFO said the elephants had come from the Deopahar area, adjacent to National Highway 39, which connects Assam with Nagaland and Manipur.

That particular plot of the land belongs to forest department and has been selected for a proposed reserve forest, he added. â€œWe have no idea as to how NRL authorities acquired that plot of land. We have not received any papers in this regard,â€ he said.

Chowdhury said the forest department has briefed the Golaghat district administration and top forest officials. â€œItâ€™s an illegal construction carried out by the NRL authorities. It is illegal to carry out construction in an important elephant corridor. Herds of elephants from Kaziranga and Nambar reserve forest frequently move in the area,â€ he said.

The forest department had served a written notice to NRL authorities in Januaryasking them not to carry out any construction on this particular plot of land which belongs to the forest department. An official of the NRL, however, said the plot of land was legally acquired by the NRL from Numaligarh tea estate authorities.
Article at the following link:
http://www.telegraphindia.com/1110426/jsp/northeast/story_13900441.jsp",1
2011.06.EDI.1,2011-05-05,05-05-2011,NG,Yok Don National Park ,NG,NG,NG,NG,NG,Dak Lak,Vietnam,NG,NG,0,0,1,0,0,0,0,0,NG,NG,1,NG,NG,NG,0,Other Anthropogenic Causes,0,0,0,0,0,NG,Habitation,0,0,0,0,0,0,0,0,0,NA,Cause unidentified.,http://www.thanhniennews.com/2010/Pages/20110605115919.aspx,Thanh Nien News,Dead elephant found in Dak Lak (Vietnam),05-05-2011,"Dead elephant found in Dak Lak (Vietnam)
Thanh Nien News
May 5 2011
 
Dak Lak Province authorities have incinerated the body of a baby elephant found in Yok Don National Park last Wednesday.
 
Nguyen Con, Yok Don park ranger, said they found the decomposed elephant, weighing around 100 kilograms, at the section No. 290.
 
He said it was a newborn elephant but they couldnâ€™t identify the cause of the death.
 
Con said several herds of wild elephants have recently been near the residential areas in Buon Don District, threatening the crops and safety of local residents.
 
Vietnam had around 2,000 elephants in the mid-90s but the number has plunged to between 70 and 100 because of relentless poaching and deforestation, according to the Ministry of Natural Resources and Environment.
 
Nguyen Van Truong, director of Yok Don National Park, said that there have been 219 cases of illegal deforestation within the first four months this year, an increase of 51 more cases than the same period last year.
 
At a meeting with Dak Lak Peopleâ€™s Committee last month, Minister of Agriculture and Rural Development said he was â€œsure that there have been wrongdoings and collusionsâ€ between officials in charge and poachers.
 
Lu Ngoc Cu, chairman of Dak Lak Peopleâ€™s Committee, said that many residents had reported directly to him about ongoing timber poaching. They even tipped him on which forces to bust, because they assumed that some local officials may have colluded with the poachers.

Article at the following link:
http://www.thanhniennews.com/2010/Pages/20110605115919.aspx",1
2011.05.EDI.2,2011-05-11,11-05-2011,D,Dahimala,NG,NG,NG,NG,Dhenkanal,Odisha,India,NG,NG,0,0,1,0,0,0,0,0,0,1,1,NG ,NG,NG ,0,Natural - Infrastructure Related,1,0,0,0,0,NG,Village,0,0,0,0,0,0,0,0,0,NA,Died due to sunstroke.,http://timesofindia.indiatimes.com/city/bhubaneswar/Elephant-dies-of-sunstroke-in-Dhenkanal/articleshow/8253855.cms,TImes of India,Elephant dies of sunstroke in Dhenkanal (India),11-05-2011,"Elephant dies of sunstroke in Dhenkanal (India)
TImes of India
May 11, 2011

DHENKANAL: A 45-year-old female elephant died after suffering a sunstroke near Dahimala reserve forest under Kapilas forest range in Dhenkanal on Wednesday afternoon. The corpse was sent for post mortem.

According to forest officials, the elephant was found lying on ground near a pond in Dahimala village around 11.30 am. Kapilas range forest officials along with local veterinary surgeons rushed to the spot and poured buckets of water on her. Hundreds of people flocked there and started pouring water for about three hours.

Though the elephant repeatedly tried to stand on its feet, it could not. Later, divisional forest officer Sunil Ku Dalai along with a fire brigade vehicle from Dhenkanal rushed to the spot.

Dalai said doctors had administered three drips and steroid injections. But she did not survive. An hour before its death, forest officials had informed PCCF to provide more medical support to cure the sick elephant, said Dalai.

Locals complained that fire brigade personnel were late in reaching the spot. Officials, in the department, however, denied the charge. ""We tried our best to reach to spot and sprinkle water,"" said Ishaq Mohd, district fire officer. Kapilas forest ranger Suvendu Bhuyan said the elephant was suffering from dehydration as temperature was high in the region for the last five days.

Forest officials admitted that elephants had to travel long distances looking for water as water sources have dried up in the summer.

No habitat development is going on as there is acute funds constraints.

Article at the following link:
http://timesofindia.indiatimes.com/city/bhubaneswar/Elephant-dies-of-sunstroke-in-Dhenkanal/articleshow/8253855.cms",1
2011.05.EDI.3,2011-05-31,2011-05-31,NG,Puttalam,NG,NG,NG,NG,NG,NG,Sri Lanka,NG,NG,0,0,1,0,0,0,0,0,NG,NG,1,NG,NG,NG,0,Poison,0,0,0,0,0,Crops,Agriculture,0,0,0,0,0,0,0,0,0,NA,between 23 to 30 years of age,http://print.dailymirror.lk/news/provincial-news/45507.html,Daily Mirror,Wild elephant dead at Puttalam: poisoned (Sri Lanka),31-05-2011,"Wild elephant dead at Puttalam: poisoned (Sri Lanka)

By Hiran Priyankara Jayasinghe, Daily Mirror

31 May 2011 

A wild elephant was found dead in a coconut estate at Siraminiadiya in Puttalam.  Wildlife conservation officers who examined the carcass said that the well grown jumbo was about 8ft tall and had been between 23 to 30 years of age. The veterinary surgeon of the North Western Wildlife Zone, Dr Chandana Jayasinghe who performed the postmortem said the jumbo had died of poisoning. He said 45 wild elephants in the North Western Zone had been either shot dead or killed by poisoning over the last five months of this year. He said he found a deadly poison in the stomach contents of the dead animal which was lying in a coconut estate belonging to an Ayurvedic product manufacturing company. The Asst. Wildlife Ranger in Karuwalagaswewa was seeking a court order to arrest the suspects.
Article at the following link:
http://print.dailymirror.lk/news/provincial-news/45507.html",1
2011.06.EDI.2,2011-06-20,20-06-2011,NG,Attankadawala,NG,NG,NG,NG,NG,Bakamuna ,Sri Lanka,NG,NG,0,0,1,0,0,NG,NG,1,0,0,0,NG,NG,NG,0,Bullet,0,0,0,0,0,Food,Village,0,0,0,0,0,0,0,0,0,NA,the wildlife officers had caught the wounded elephant and tied it to a tree and handed over the elephant to the villagers to take care of it,http://print.dailymirror.lk/news/news/47465.html,Daily Mirror,Villagers show of love to jumbo (Sri Lanka),20-06-2011,"Villagers show of love to jumbo (Sri Lanka)

By Kanchana Kumara Ariayadasa, Daily Mirror
20 June 2011 

By Kanchana Kumara Ariayadasa, Daily Mirror

The villagers of Attankadawala in Bakamuna have caught a wild elephant wounded from gunshot injuries and are feeding it after informing the wildlife veterinary officers about the wounded elephant.

This village had recently suffered much due to the human-elephant conflict. Seeing the wounded and helpless elephant that was unable to find food and drinking water, the villagers had informed about it to the Angamedilla Wildlife office.

On the request of the villagers, the wildlife officers had caught the wounded elephant and tied it to a tree and handed over the elephant to the villagers to take care of it. Thereafter the villagers have started providing leaves from Jak trees, Kitul and coconut trees as food for the elephant.

The Mahaweli zone veterinary surgeon of the wild life department W.A. Dharmakeerthi is treating the gunshot wounds of the elephant.

The villagers said that they would release the elephant back to the wild once it is healed. 
Article at the following link:
http://print.dailymirror.lk/news/news/47465.html",1
2011.07.EDI.1,2011-07-07,07-07-2011,F,Suheli ,NG,NG,NG,Kheri,Lakhimpur,Uttar Pradesh,India,NG,NG,1,0,3,0,0,0,0,0,NG,NG,3,NG ,NG,NG ,0,Electrocution,1,0,0,0,0,NG,Agriculture,0,0,0,0,0,0,0,0,0,NA,elephants came in contact with live cables after they pulled down the electric pole,http://timesofindia.indiatimes.com/home/environment/flora-fauna/Three-elephants-electrocuted-in-Lakhimpur/articleshow/9151229.cms,Times of India,Three elephants electrocuted in Lakhimpur (India),08-07-2011,"Three elephants electrocuted in Lakhimpur (India)
Times of India
July 8, 2011

LAKHIMPUR (UP): Three wild elephants, including a calf, were electrocuted when they pulled down an electric pole near Suheli in north Kheri forest division, official sources said today.

The incident occurred last night when a herd of elephants was crossing the area, which is close to Dudhwa Tiger Reserve (DTR), they said.

Apart from the calf, the dead pachyderms include one fully grown male and a female elephant both aged around 30 years.

Local residents informed DTR, north Kheri and power department authorities about the incident.

Range officer (Nighasan) A K Singh told PTI that the elephants came in contact with live cables after they pulled down the electric pole, which led to the electrocution of the three pachyderms.

Herds of wild elephants regularly migrate into Dudhwa Tiger Reserve from adjoining forests in Nepal in search of food and shelter in the park.

These tuskers often sneak into populated areas of Nighasan, Majhgain, Belrayan and Tikonia and destroy crops and human habitations. 

Article at the following link:
http://timesofindia.indiatimes.com/home/environment/flora-fauna/Three-elephants-electrocuted-in-Lakhimpur/articleshow/9151229.cms",1
